Jantina,Status,Negeri,Salary,House,Years,Housesize,kitchensize,Pecah_dinding,flooring,flooring work,flooring_material,siling,Siling_material,Kabinet Dapur,Design_Cabinet,Jenis_Cabinet,saizbaseunit(ft),saizwallunit(ft),Saiztinggibaseunit(ft),Saiztinggiwallunit (ft),saiztall,Buitin_cabinet,materia_pintukabinet,material_handle,countertop,Materialcountertop,backsplash_wall ,Backplash_wallwork,Material_backsplash,Plumbing,sinki,Elektrik,Wiring_surface,wiring_conceal,Kerja_mengecat,Kos_upah,Kos_keseluruhan
Lelaki,Bercerai,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Semi D,20,2799,376,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling PVC,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,13000,21789
Perempuan,Kahwin,Kedah,B40 ( < RM 4360 ),Semi D,20,2300,320,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling PVC,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Tictac / Tekan Untuk Buka,Ya,Kompacplus (Jenama Table Top),Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian ekzos fan,Ya,13098,23000
Perempuan,Kahwin,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Teres,30,2789,500,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling Kayu,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Aluminium Built-in,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Pendawaian lampu,Tiada,Ya,13000,20988
Perempuan,Bercerai,Terengganu,"T20 ( > RM 9,619 )",Teres,30,3200,500,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",14,12,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Tictac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian ekzos fan,Tiada,Ya,15000,24000
Perempuan,Kahwin,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Teres,10,2899,450,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling gantung,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Tictac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,13098,23000
Perempuan,Kahwin,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Semi D,20,2500,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling PVC,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,12000,24098
Lelaki,Kahwin,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Teres,30,3100,490,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling composite,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",14,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15000,25899
Lelaki,Kahwin,Kelantan,"M40 ( RM4,360 - RM 9,619 )",Semi D,20,3400,500,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Cat dinding/Wallpaper,Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,13000,22000
Perempuan,Kahwin,Terengganu,B40 ( < RM 4360 ),Semi D,10,2100,399,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,Kompacplus (Jenama Table Top),Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,13000,22899
Perempuan,Kahwin,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Teres,10,2300,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling gantung,Ya,single Wall shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Tiada,Ya,12000,21899
Perempuan,Kahwin,Kelantan,"M40 ( RM4,360 - RM 9,619 )",Semi D,5,1500,299,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling gantung,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Tictac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,11877,20674
Perempuan,Bercerai,Terengganu,B40 ( < RM 4360 ),Teres,10,1899,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling PVC,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,9088,18056
Perempuan,Kahwin,Terengganu,B40 ( < RM 4360 ),Semi D,10,1786,221,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Tictac / Tekan Untuk Buka,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,13000,18976
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Teres,10,1698,234,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling composite,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu,Tiada,Ya,10222,19088
Perempuan,Kahwin,Terengganu,"T20 ( > RM 9,619 )",Semi D,10,2074,299,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling PVC,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu,Tiada,Ya,13765,20866
Perempuan,Kahwin,Terengganu,B40 ( < RM 4360 ),Teres,10,1700,275,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling PVC,Ya,L –shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Tictac / Tekan Untuk Buka,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Tiada,Ya,10988,18000
Lelaki,Kahwin,Terengganu,B40 ( < RM 4360 ),Teres,20,1765,245,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling PVC,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian soket plug 13A,Ya,10677,19845
Perempuan,Bujang,Terengganu,B40 ( < RM 4360 ),Teres,20,1543,213,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling PVC,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian soket plug 13A,Tiada,Ya,12099,19876
Perempuan,Bercerai,Kelantan,B40 ( < RM 4360 ),Teres,20,2543,298,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling Kayu,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Hidden,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,13654,20988
Lelaki,Bujang,Kelantan,B40 ( < RM 4360 ),Teres,10,1786,258,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling PVC,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",6,6,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Hidden,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Tiada,Ya,9000,15000
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Teres,10,1654,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling Kayu,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Aluminium Built-in,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian ekzos fan,Tiada,Ya,9087,17000
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Teres,10,2000,260,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave,Solid Wood,Handle Hidden,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Tunggal,Tidak,Tiada,Tiada,Ya,8900,16000
Perempuan,Bujang,Melaka,B40 ( < RM 4360 ),Teres,10,2098,288,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave,Solid Wood,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Tidak,Tiada,Tiada,Ya,8976,17987
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Semi D,5,2077,300,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Tidak,Tiada,Tiada,Ya,12000,21000
Lelaki,Bujang,Kelantan,"M40 ( RM4,360 - RM 9,619 )",Semi D,30,3400,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian ekzos fan,Tiada,Ya,13098,23098
Perempuan,Bujang,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,2509,450,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling Kayu,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Knob,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,14098,24097
Perempuan,Bujang,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,20,3200,412,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling Kayu,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,8,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Aluminium Built-in,Ya,Kompacplus (Jenama Table Top),Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,14321,23987
Perempuan,Bujang,Kedah,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,3453,300,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling PVC,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,8,3,4,2,Fridge;Oven;Microwave;Stove,MDF Board Panel,Handle Knob,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,12000,22765
Lelaki,Bercerai,Melaka,B40 ( < RM 4360 ),Semi D,10,2598,376,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,single Wall shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",9,9,3,4,2,Fridge;Oven;Microwave;Stove,MDF Board Panel,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,12322,21098
Lelaki,Kahwin,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,2000,298,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",9,9,3,4,2,Fridge;Oven;Microwave;Stove,Melamine,Handle Knob,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,14000,20988
Perempuan,Kahwin,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,20,2499,321,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling gantung,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Aluminium Built-in,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15000,25678
Perempuan,Kahwin,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,20,3211,300,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,14098,24765
Perempuan,Kahwin,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,20,3212,305,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,12098,20999
Perempuan,Bujang,Melaka,"T20 ( > RM 9,619 )",Semi D,10,3411,354,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling gantung,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,13098,21098
Perempuan,Kahwin,Melaka,B40 ( < RM 4360 ),Semi D,30,2897,300,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling Kayu,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,Solid Wood,Tictac / Tekan Untuk Buka,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,16098,28096
Perempuan,Kahwin,Melaka,B40 ( < RM 4360 ),Semi D,20,2346,321,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling gantung,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,Melamine,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15876,25874
Perempuan,Kahwin,Melaka,B40 ( < RM 4360 ),Semi D,30,3500,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling gantung,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",14,12,3,4,2,Fridge;Oven;Microwave;Stove,Melamine,Handle Hidden,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,16432,25789
Perempuan,Kahwin,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,20,3211,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling composite,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",14,12,3,4,2,Fridge;Oven;Microwave;Stove,MDF Board Panel,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15876,25432
Perempuan,Kahwin,Melaka,"T20 ( > RM 9,619 )",Semi D,20,3455,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling Kayu,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",14,12,3,4,2,Fridge;Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,16872,25666
Perempuan,Kahwin,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,3422,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling Kayu,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",14,12,3,4,2,Fridge;Oven;Microwave;Stove,Melamine,Handle Knob,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15876,26743
Perempuan,Bercerai,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,30,3000,350,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling Kayu,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",14,12,3,4,2,Fridge;Oven;Microwave;Stove,Solid Wood,Handle Potong 45 Degree,Ya,Kompacplus (Jenama Table Top),Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15000,23098
Perempuan,Kahwin,Melaka,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,3200,300,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15000,25099
Perempuan,Kahwin,Melaka,B40 ( < RM 4360 ),Semi D,30,2987,289,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,14000,23000
Perempuan,Bujang,Melaka,"T20 ( > RM 9,619 )",Semi D,20,2000,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Hidden,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,12000,20000
